Station,SampleDate,SampleTime,SampleType,SampleDepth,Taxa,Division,Tally,Density,Biovolume,Notes,CurrentDivision
LE-WQ1,8/7/2018,10:20,water,0-3.7,Aulacoseira sp.,Bacillariophyta,4,1.14E+05,5.48E+07,NA,Bacillariophyta
LE-WQ1,8/7/2018,10:20,water,0-3.7,Fragilaria sp.,Bacillariophyta,1,2.85E+04,4.57E+06,NA,Bacillariophyta
LE-WQ1,8/7/2018,10:20,water,0-3.7,Nitzschia sp.,Bacillariophyta,7,2.00E+05,1.02E+07,NA,Bacillariophyta
LE-WQ1,8/7/2018,10:20,water,0-3.7,Pantocsekiella ocellata,Bacillariophyta,1,7.26E+03,4.28E+05,NA,Bacillariophyta
LE-WQ1,8/7/2018,10:20,water,0-3.7,cf. Chlamydomonas sp.,Chlorophyta,1,4.00E+02,2.62E+04,NA,Chlorophyta
LE-WQ1,8/7/2018,10:20,water,0-3.7,Chlorella sp.,Chlorophyta,41,1.17E+06,4.90E+06,NA,Chlorophyta
LE-WQ1,8/7/2018,10:20,water,0-3.7,Drepanochloris nannoselene,Chlorophyta,5,1.43E+05,3.92E+05,NA,Chlorophyta
LE-WQ1,8/7/2018,10:20,water,0-3.7,Kirchneriella sp.,Chlorophyta,4,1.14E+05,9.56E+05,NA,Chlorophyta
LE-WQ1,8/7/2018,10:20,water,0-3.7,Monoraphidium minutum,Chlorophyta,1,7.26E+03,1.06E+05,NA,Chlorophyta
LE-WQ1,8/7/2018,10:20,water,0-3.7,cf. Oocystis sp.,Chlorophyta,4,2.91E+04,1.46E+06,NA,Chlorophyta
LE-WQ1,8/7/2018,10:20,water,0-3.7,Tetrastrum sp.,Chlorophyta,4,1.14E+05,3.82E+06,NA,Chlorophyta
LE-WQ1,8/7/2018,10:20,water,0-3.7,Cryptomonas sp.,Cryptophyta,2,1.45E+04,7.79E+06,NA,Cryptophyta
LE-WQ1,8/7/2018,10:20,water,0-3.7,Plagioselmis nannoplanctica,Cryptophyta,13,3.71E+05,4.76E+07,NA,Cryptophyta
LE-WQ1,8/7/2018,10:20,water,0-3.7,Aphanizomenon sp.,Cyanobacteria,83,2.37E+06,8.37E+07,NA,Cyanobacteria
LE-WQ1,8/7/2018,10:20,water,0-3.7,cf. Aphanocapsa sp.,Cyanobacteria,41,1.17E+06,6.12E+05,NA,Cyanobacteria
LE-WQ1,8/7/2018,10:20,water,0-3.7,Microcystis sp.,Cyanobacteria,464,1.32E+07,8.66E+08,NA,Cyanobacteria
LE-WQ1,8/7/2018,10:20,water,0-3.7,cf. Planktolyngbya sp.,Cyanobacteria,57,1.63E+06,2.55E+06,NA,Cyanobacteria
LE-WQ2,8/7/2018,12:42,water,0-4.4,Achnanthidium sp.,Bacillariophyta,4,1.34E+05,8.19E+06,NA,Bacillariophyta
LE-WQ2,8/7/2018,12:42,water,0-4.4,Aulacoseira sp.,Bacillariophyta,2,9.08E+03,2.85E+06,NA,Bacillariophyta
LE-WQ2,8/7/2018,12:42,water,0-4.4,Cyclotella sp.,Bacillariophyta,2,6.68E+04,3.94E+06,NA,Bacillariophyta
LE-WQ2,8/7/2018,12:42,water,0-4.4,Nitzschia sp.,Bacillariophyta,9,3.01E+05,1.53E+07,NA,Bacillariophyta
LE-WQ2,8/7/2018,12:42,water,0-4.4,Stephanodiscus sp.,Bacillariophyta,2,5.00E+02,1.73E+06,NA,Bacillariophyta
LE-WQ2,8/7/2018,12:42,water,0-4.4,cf. Chlamydomonas sp.,Chlorophyta,7,2.34E+05,2.65E+07,NA,Chlorophyta
LE-WQ2,8/7/2018,12:42,water,0-4.4,Chlorella sp.,Chlorophyta,82,2.74E+06,1.15E+07,NA,Chlorophyta
LE-WQ2,8/7/2018,12:42,water,0-4.4,Crucigenia sp.,Chlorophyta,4,1.82E+04,3.63E+05,NA,Chlorophyta
LE-WQ2,8/7/2018,12:42,water,0-4.4,cf. Dictyosphaerium sp.,Chlorophyta,32,8.00E+03,2.68E+05,NA,Chlorophyta
LE-WQ2,8/7/2018,12:42,water,0-4.4,Drepanochloris nannoselene,Chlorophyta,8,2.67E+05,7.35E+05,NA,Chlorophyta
LE-WQ2,8/7/2018,12:42,water,0-4.4,Monoraphidium sp.,Chlorophyta,4,1.34E+05,4.76E+06,NA,Chlorophyta
LE-WQ2,8/7/2018,12:42,water,0-4.4,cf. Oocystis sp.,Chlorophyta,8,3.63E+04,1.20E+06,NA,Chlorophyta
LE-WQ2,8/7/2018,12:42,water,0-4.4,Scenedesmus sp.,Chlorophyta,12,4.01E+05,5.04E+06,NA,Chlorophyta
LE-WQ2,8/7/2018,12:42,water,0-4.4,Tetraedron minimum,Chlorophyta,1,3.34E+04,3.61E+06,NA,Chlorophyta
LE-WQ2,8/7/2018,12:42,water,0-4.4,Tetrastrum sp.,Chlorophyta,4,1.00E+03,3.35E+04,NA,Chlorophyta
LE-WQ2,8/7/2018,12:42,water,0-4.4,Cryptomonas sp.,Cryptophyta,1,4.54E+03,2.59E+06,NA,Cryptophyta
LE-WQ2,8/7/2018,12:42,water,0-4.4,Plagioselmis nannoplanctica,Cryptophyta,9,3.01E+05,3.86E+07,NA,Cryptophyta
LE-WQ2,8/7/2018,12:42,water,0-4.4,Aphanizomenon sp.,Cyanobacteria,34,8.50E+03,3.00E+05,NA,Cyanobacteria
LE-WQ2,8/7/2018,12:42,water,0-4.4,cf. Aphanocapsa sp.,Cyanobacteria,282,9.42E+06,4.93E+06,NA,Cyanobacteria
LE-WQ2,8/7/2018,12:42,water,0-4.4,Dolichospermum sp.,Cyanobacteria,70,3.18E+05,3.59E+07,NA,Cyanobacteria
LE-WQ2,8/7/2018,12:42,water,0-4.4,Merismopedia sp.,Cyanobacteria,32,8.00E+03,8.00E+03,NA,Cyanobacteria
LE-WQ2,8/7/2018,12:42,water,0-4.4,Microcystis sp.,Cyanobacteria,353,1.18E+07,7.72E+08,NA,Cyanobacteria
LE-WQ2,8/7/2018,12:42,water,0-4.4,cf. Planktolyngbya sp.,Cyanobacteria,45,1.50E+06,2.36E+06,NA,Cyanobacteria
LE-WQ2,8/7/2018,12:42,water,0-4.4,Peridinium sp.,Miozoa,1,2.50E+02,1.51E+06,NA,Miozoa
LE-WQ2,8/7/2018,12:57,water,0-4.4,Achnanthidium sp.,Bacillariophyta,1,4.00E+02,1.13E+04,NA,Bacillariophyta
LE-WQ2,8/7/2018,12:57,water,0-4.4,cf. Aulacoseira sp.,Bacillariophyta,2,8.00E+02,7.64E+05,NA,Bacillariophyta
LE-WQ2,8/7/2018,12:57,water,0-4.4,Cyclotella sp.,Bacillariophyta,3,1.07E+05,6.30E+06,NA,Bacillariophyta
LE-WQ2,8/7/2018,12:57,water,0-4.4,Fragilaria sp.,Bacillariophyta,5,2.00E+03,2.36E+05,NA,Bacillariophyta
LE-WQ2,8/7/2018,12:57,water,0-4.4,Navicula sp.,Bacillariophyta,1,4.00E+02,5.34E+04,NA,Bacillariophyta
LE-WQ2,8/7/2018,12:57,water,0-4.4,Nitzschia sp.,Bacillariophyta,6,2.14E+05,5.99E+06,NA,Bacillariophyta
LE-WQ2,8/7/2018,12:57,water,0-4.4,Stephanodiscus sp.,Bacillariophyta,1,7.26E+03,1.03E+07,NA,Bacillariophyta
LE-WQ2,8/7/2018,12:57,water,0-4.4,cf. Chlamydomonas sp.,Chlorophyta,2,7.13E+04,4.67E+06,NA,Chlorophyta
LE-WQ2,8/7/2018,12:57,water,0-4.4,Chlorella sp.,Chlorophyta,90,3.21E+06,1.34E+07,NA,Chlorophyta
LE-WQ2,8/7/2018,12:57,water,0-4.4,Drepanochloris nannoselene,Chlorophyta,7,2.50E+05,6.86E+05,NA,Chlorophyta
LE-WQ2,8/7/2018,12:57,water,0-4.4,Monoraphidium sp.,Chlorophyta,1,3.56E+04,6.72E+05,NA,Chlorophyta
LE-WQ2,8/7/2018,12:57,water,0-4.4,cf. Oocystis sp.,Chlorophyta,4,2.91E+04,8.22E+05,NA,Chlorophyta
LE-WQ2,8/7/2018,12:57,water,0-4.4,Pediastrum duplex,Chlorophyta,32,1.28E+04,2.75E+06,NA,Chlorophyta
LE-WQ2,8/7/2018,12:57,water,0-4.4,Scenedesmus sp.,Chlorophyta,14,4.99E+05,6.27E+06,NA,Chlorophyta
LE-WQ2,8/7/2018,12:57,water,0-4.4,Tetraedron caudatum,Chlorophyta,1,7.26E+03,7.84E+05,NA,Chlorophyta
LE-WQ2,8/7/2018,12:57,water,0-4.4,Tetrastrum sp.,Chlorophyta,4,2.91E+04,9.74E+05,NA,Chlorophyta
LE-WQ2,8/7/2018,12:57,water,0-4.4,Cryptomonas sp.,Cryptophyta,5,1.78E+05,1.59E+08,NA,Cryptophyta
LE-WQ2,8/7/2018,12:57,water,0-4.4,Plagioselmis nannoplanctica,Cryptophyta,6,2.14E+05,2.74E+07,NA,Cryptophyta
LE-WQ2,8/7/2018,12:57,water,0-4.4,Aphanizomenon sp.,Cyanobacteria,40,1.43E+06,2.24E+07,NA,Cyanobacteria
LE-WQ2,8/7/2018,12:57,water,0-4.4,cf. Aphanocapsa sp.,Cyanobacteria,129,4.60E+06,2.41E+06,NA,Cyanobacteria
LE-WQ2,8/7/2018,12:57,water,0-4.4,Dolichospermum sp.,Cyanobacteria,14,5.60E+03,6.33E+05,NA,Cyanobacteria
LE-WQ2,8/7/2018,12:57,water,0-4.4,Microcystis sp.,Cyanobacteria,346,1.23E+07,8.07E+08,NA,Cyanobacteria
LE-WQ2,8/7/2018,12:57,water,0-4.4,cf. Planktolyngbya sp.,Cyanobacteria,43,1.72E+04,2.70E+04,NA,Cyanobacteria
LE-WQ2,8/7/2018,12:57,water,0-4.4,Peridinium sp.,Miozoa,1,7.26E+03,1.68E+08,NA,Miozoa
LE-WQ5,8/7/2018,13:45,water,0-8.0,Aulacoseira sp.,Bacillariophyta,1,1.67E+04,2.23E+07,NA,Bacillariophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,Cocconeis placentula,Bacillariophyta,2,5.00E+02,3.46E+05,NA,Bacillariophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,Cyclotella meneghiniana,Bacillariophyta,1,2.50E+02,5.03E+05,NA,Bacillariophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,Cyclotella sp.,Bacillariophyta,23,3.84E+05,2.26E+07,NA,Bacillariophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,Fragilaria sp.,Bacillariophyta,1,4.54E+03,1.07E+06,NA,Bacillariophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,Gomphonema sp.,Bacillariophyta,1,4.54E+03,1.04E+06,NA,Bacillariophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,Navicula sp.,Bacillariophyta,1,4.54E+03,1.88E+06,NA,Bacillariophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,cf. Nitzschia sp.,Bacillariophyta,5,8.36E+04,2.67E+06,NA,Bacillariophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,cf. Staurosira sp.,Bacillariophyta,1,1.67E+04,1.73E+06,NA,Bacillariophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,Ulnaria ulna,Bacillariophyta,2,5.00E+02,1.03E+06,NA,Bacillariophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,Chlamydomonas sp.,Chlorophyta,8,1.34E+05,1.26E+07,NA,Chlorophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,cf. Chlorella sp.,Chlorophyta,209,3.49E+06,1.46E+07,NA,Chlorophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,Closteriopsis sp.,Chlorophyta,1,1.67E+04,2.05E+06,NA,Chlorophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,Coelastrum sp.,Chlorophyta,22,5.50E+03,1.84E+05,NA,Chlorophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,Crucigenia sp.,Chlorophyta,8,3.63E+04,4.36E+05,NA,Chlorophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,Crucigenia tetrapedia,Chlorophyta,12,5.45E+04,6.54E+05,NA,Chlorophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,Dictyosphaerium sp.,Chlorophyta,48,1.20E+04,5.03E+05,NA,Chlorophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,Drepanochloris nannoselene,Chlorophyta,9,1.50E+05,2.95E+05,NA,Chlorophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,Kirchneriella sp.,Chlorophyta,1,2.50E+02,9.42E+03,NA,Chlorophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,Monactinus simplex,Chlorophyta,48,1.20E+04,2.34E+06,NA,Chlorophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,Monoraphidium minutum,Chlorophyta,3,5.01E+04,7.39E+05,NA,Chlorophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,cf. Monoraphidium sp.,Chlorophyta,3,5.01E+04,9.45E+05,NA,Chlorophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,Oocystis sp.,Chlorophyta,8,3.63E+04,3.80E+06,NA,Chlorophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,Pediastrum duplex,Chlorophyta,68,1.70E+04,1.85E+06,NA,Chlorophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,Scenedesmus sp.,Chlorophyta,10,1.67E+05,1.75E+06,NA,Chlorophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,Tetraedron caudatum,Chlorophyta,1,1.67E+04,1.25E+06,NA,Chlorophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,Tetrastrum sp.,Chlorophyta,4,6.68E+04,2.24E+06,NA,Chlorophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,Cryptomonas sp.,Cryptophyta,5,2.27E+04,2.61E+07,NA,Cryptophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,Plagioselmis nannoplanctica,Cryptophyta,61,1.02E+06,1.31E+08,NA,Cryptophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,Rhodomonas sp.,Cryptophyta,11,1.84E+05,9.32E+07,NA,Cryptophyta
LE-WQ5,8/7/2018,13:45,water,0-8.0,cf. Aphanocapsa sp.,Cyanobacteria,48,8.02E+05,4.20E+05,NA,Cyanobacteria
LE-WQ5,8/7/2018,13:45,water,0-8.0,Dolichospermum sp.,Cyanobacteria,21,9.53E+04,3.99E+06,NA,Cyanobacteria
LE-WQ5,8/7/2018,13:45,water,0-8.0,Merismopedia sp.,Cyanobacteria,48,1.20E+04,9.60E+04,NA,Cyanobacteria
LE-WQ5,8/7/2018,13:45,water,0-8.0,Microcystis sp.,Cyanobacteria,90,1.50E+06,5.04E+07,NA,Cyanobacteria
LE-WQ5,8/7/2018,13:45,water,0-8.0,cf. Planktolyngbya sp.,Cyanobacteria,114,1.91E+06,2.99E+06,NA,Cyanobacteria
LE-WQ5,8/7/2018,13:45,water,0-8.0,Peridinium sp.,Miozoa,1,1.67E+04,1.86E+07,NA,Miozoa
LE-WQ2,8/8/2018,12:30,water,0-4.0,Amphora sp.,Bacillariophyta,2,1.32E+05,4.91E+07,NA,Bacillariophyta
LE-WQ2,8/8/2018,12:30,water,0-4.0,Aulacoseira sp.,Bacillariophyta,16,1.05E+06,2.10E+09,NA,Bacillariophyta
LE-WQ2,8/8/2018,12:30,water,0-4.0,cf. Fragilaria crotonensis,Bacillariophyta,17,1.36E+04,1.01E+07,NA,Bacillariophyta
LE-WQ2,8/8/2018,12:30,water,0-4.0,Fragilaria sp.,Bacillariophyta,11,8.80E+03,3.32E+06,NA,Bacillariophyta
LE-WQ2,8/8/2018,12:30,water,0-4.0,Nitzschia sp.,Bacillariophyta,14,9.21E+05,2.45E+07,NA,Bacillariophyta
LE-WQ2,8/8/2018,12:30,water,0-4.0,cf. Planothidium sp.,Bacillariophyta,1,1.45E+04,2.40E+06,NA,Bacillariophyta
LE-WQ2,8/8/2018,12:30,water,0-4.0,Stephanodiscus sp.,Bacillariophyta,2,1.32E+05,4.56E+08,NA,Bacillariophyta
LE-WQ2,8/8/2018,12:30,water,0-4.0,Chlorella sp.,Chlorophyta,26,1.71E+06,7.17E+06,NA,Chlorophyta
LE-WQ2,8/8/2018,12:30,water,0-4.0,Coelastrum sp.,Chlorophyta,12,9.60E+03,3.22E+05,NA,Chlorophyta
LE-WQ2,8/8/2018,12:30,water,0-4.0,Drepanochloris nannoselene,Chlorophyta,1,1.45E+04,3.99E+04,NA,Chlorophyta
LE-WQ2,8/8/2018,12:30,water,0-4.0,Monactinus simplex,Chlorophyta,10,1.45E+05,1.51E+08,NA,Chlorophyta
LE-WQ2,8/8/2018,12:30,water,0-4.0,Pediastrum duplex,Chlorophyta,16,1.05E+06,2.48E+08,NA,Chlorophyta
LE-WQ2,8/8/2018,12:30,water,0-4.0,Scenedesmus sp.,Chlorophyta,10,6.58E+05,6.89E+06,NA,Chlorophyta
LE-WQ2,8/8/2018,12:30,water,0-4.0,Schroederia sp.,Chlorophyta,1,6.58E+04,1.36E+07,NA,Chlorophyta
LE-WQ2,8/8/2018,12:30,water,0-4.0,Sphaerocystis sp.,Chlorophyta,8,5.27E+05,3.45E+07,NA,Chlorophyta
LE-WQ2,8/8/2018,12:30,water,0-4.0,Tetraedron caudatum,Chlorophyta,1,8.00E+02,6.00E+04,NA,Chlorophyta
LE-WQ2,8/8/2018,12:30,water,0-4.0,Cryptomonas sp.,Cryptophyta,6,8.72E+04,3.58E+07,NA,Cryptophyta
LE-WQ2,8/8/2018,12:30,water,0-4.0,Plagioselmis nannoplanctica,Cryptophyta,21,1.38E+06,1.77E+08,NA,Cryptophyta
LE-WQ2,8/8/2018,12:30,water,0-4.0,Rhodomonas sp.,Cryptophyta,4,2.63E+05,1.89E+08,NA,Cryptophyta
LE-WQ2,8/8/2018,12:30,water,0-4.0,Aphanizomenon sp.,Cyanobacteria,138,1.10E+05,3.12E+06,NA,Cyanobacteria
LE-WQ2,8/8/2018,12:30,water,0-4.0,cf. Aphanocapsa sp.,Cyanobacteria,26,1.71E+06,8.96E+05,NA,Cyanobacteria
LE-WQ2,8/8/2018,12:30,water,0-4.0,Microcystis sp.,Cyanobacteria,410,2.70E+07,9.04E+08,NA,Cyanobacteria
LE-WQ2,8/8/2018,12:30,water,0-4.0,cf. Planktolyngbya sp.,Cyanobacteria,38,2.50E+06,3.93E+06,NA,Cyanobacteria
LE-WQ2,8/8/2018,12:30,water,0-4.0,Pseudanabaena cf. endophytica,Cyanobacteria,35,2.30E+06,2.17E+07,NA,Cyanobacteria
LE-WQ2,8/8/2018,12:30,water,0-4.0,Ceratium hirundinella,Miozoa,1,6.58E+04,2.98E+09,NA,Miozoa
LE-WQ5,8/8/2018,11:30,water,0-7.8,Aulacoseira sp.,Bacillariophyta,4,1.82E+04,1.85E+07,NA,Bacillariophyta
LE-WQ5,8/8/2018,11:30,water,0-7.8,Cyclotella sp.,Bacillariophyta,2,7.64E+04,4.50E+06,NA,Bacillariophyta
LE-WQ5,8/8/2018,11:30,water,0-7.8,Fragilaria sp.,Bacillariophyta,5,1.91E+05,2.97E+07,NA,Bacillariophyta
LE-WQ5,8/8/2018,11:30,water,0-7.8,Nitzschia sp.,Bacillariophyta,3,1.15E+05,3.44E+06,NA,Bacillariophyta
LE-WQ5,8/8/2018,11:30,water,0-7.8,Ankistrodesmus arcuatus,Chlorophyta,1,4.54E+03,4.56E+05,NA,Chlorophyta
LE-WQ5,8/8/2018,11:30,water,0-7.8,cf. Chlamydomonas sp.,Chlorophyta,7,2.67E+05,1.75E+07,NA,Chlorophyta
LE-WQ5,8/8/2018,11:30,water,0-7.8,Chlorella sp.,Chlorophyta,81,3.09E+06,1.30E+07,NA,Chlorophyta
LE-WQ5,8/8/2018,11:30,water,0-7.8,Crucigenia sp.,Chlorophyta,12,4.58E+05,9.17E+06,NA,Chlorophyta
LE-WQ5,8/8/2018,11:30,water,0-7.8,Crucigenia tetrapedia,Chlorophyta,16,4.00E+03,2.00E+05,NA,Chlorophyta
LE-WQ5,8/8/2018,11:30,water,0-7.8,Dictyosphaerium sp.,Chlorophyta,16,7.26E+04,3.04E+06,NA,Chlorophyta
LE-WQ5,8/8/2018,11:30,water,0-7.8,Drepanochloris nannoselene,Chlorophyta,16,6.11E+05,1.68E+06,NA,Chlorophyta
LE-WQ5,8/8/2018,11:30,water,0-7.8,Kirchneriella sp.,Chlorophyta,4,1.53E+05,1.28E+06,NA,Chlorophyta
LE-WQ5,8/8/2018,11:30,water,0-7.8,cf. Oocystis sp.,Chlorophyta,4,1.53E+05,4.32E+06,NA,Chlorophyta
LE-WQ5,8/8/2018,11:30,water,0-7.8,Pediastrum duplex,Chlorophyta,32,8.00E+03,2.12E+06,NA,Chlorophyta
LE-WQ5,8/8/2018,11:30,water,0-7.8,Scenedesmus sp.,Chlorophyta,26,9.93E+05,1.25E+07,NA,Chlorophyta
LE-WQ5,8/8/2018,11:30,water,0-7.8,cf. Sphaerocystis sp.,Chlorophyta,8,2.00E+03,2.26E+05,NA,Chlorophyta
LE-WQ5,8/8/2018,11:30,water,0-7.8,Tetraedron caudatum,Chlorophyta,1,2.50E+02,2.70E+04,NA,Chlorophyta
LE-WQ5,8/8/2018,11:30,water,0-7.8,Tetrastrum sp.,Chlorophyta,4,1.53E+05,1.00E+07,NA,Chlorophyta
LE-WQ5,8/8/2018,11:30,water,0-7.8,Cryptomonas sp.,Cryptophyta,6,2.29E+05,2.04E+08,NA,Cryptophyta
LE-WQ5,8/8/2018,11:30,water,0-7.8,Plagioselmis nannoplanctica,Cryptophyta,26,9.93E+05,1.27E+08,NA,Cryptophyta
LE-WQ5,8/8/2018,11:30,water,0-7.8,Aphanizomenon sp.,Cyanobacteria,62,2.37E+06,8.37E+07,NA,Cyanobacteria
LE-WQ5,8/8/2018,11:30,water,0-7.8,cf. Aphanocapsa sp.,Cyanobacteria,281,1.07E+07,5.62E+06,NA,Cyanobacteria
LE-WQ5,8/8/2018,11:30,water,0-7.8,Dolichospermum sp.,Cyanobacteria,89,3.40E+06,2.22E+08,NA,Cyanobacteria
LE-WQ5,8/8/2018,11:30,water,0-7.8,Merismopedia sp.,Cyanobacteria,128,3.20E+04,2.56E+05,NA,Cyanobacteria
LE-WQ5,8/8/2018,11:30,water,0-7.8,Microcystis sp.,Cyanobacteria,335,1.28E+07,8.37E+08,NA,Cyanobacteria
LE-WQ5,8/8/2018,11:30,water,0-7.8,cf. Planktolyngbya sp.,Cyanobacteria,111,4.24E+06,6.66E+06,NA,Cyanobacteria
LE-WQ5,8/8/2018,11:30,water,0-7.8,Ceratium sp.,Miozoa,1,2.50E+02,5.26E+06,NA,Miozoa
LE-WQ5,8/8/2018,11:30,water,0-7.8,Peridinium sp.,Miozoa,1,2.50E+02,1.77E+06,NA,Miozoa
LE-WQ1,8/9/2018,9:50,water,0-3.8,Achnanthidium sp.,Bacillariophyta,1,4.00E+02,1.26E+04,NA,Bacillariophyta
LE-WQ1,8/9/2018,9:50,water,0-3.8,Cyclotella sp.,Bacillariophyta,3,1.28E+05,7.56E+06,NA,Bacillariophyta
LE-WQ1,8/9/2018,9:50,water,0-3.8,Fragilaria sp.,Bacillariophyta,18,7.70E+05,8.71E+07,NA,Bacillariophyta
LE-WQ1,8/9/2018,9:50,water,0-3.8,Nitzschia sp.,Bacillariophyta,7,2.99E+05,1.35E+07,NA,Bacillariophyta
LE-WQ1,8/9/2018,9:50,water,0-3.8,Pantocsekiella ocellata,Bacillariophyta,1,4.28E+04,6.59E+06,NA,Bacillariophyta
LE-WQ1,8/9/2018,9:50,water,0-3.8,cf. Chlamydomonas sp.,Chlorophyta,3,1.28E+05,8.40E+06,NA,Chlorophyta
LE-WQ1,8/9/2018,9:50,water,0-3.8,Chlorella sp.,Chlorophyta,52,2.22E+06,9.32E+06,NA,Chlorophyta
LE-WQ1,8/9/2018,9:50,water,0-3.8,Crucigenia sp.,Chlorophyta,16,6.40E+03,1.28E+05,NA,Chlorophyta
LE-WQ1,8/9/2018,9:50,water,0-3.8,Dictyosphaerium sp.,Chlorophyta,8,3.20E+03,1.07E+05,NA,Chlorophyta
LE-WQ1,8/9/2018,9:50,water,0-3.8,Drepanochloris nannoselene,Chlorophyta,4,1.71E+05,4.70E+05,NA,Chlorophyta
LE-WQ1,8/9/2018,9:50,water,0-3.8,Scenedesmus sp.,Chlorophyta,6,2.57E+05,2.69E+06,NA,Chlorophyta
LE-WQ1,8/9/2018,9:50,water,0-3.8,Cryptomonas sp.,Cryptophyta,2,8.56E+04,6.17E+07,NA,Cryptophyta
LE-WQ1,8/9/2018,9:50,water,0-3.8,Plagioselmis nannoplanctica,Cryptophyta,5,2.14E+05,2.74E+07,NA,Cryptophyta
LE-WQ1,8/9/2018,9:50,water,0-3.8,Aphanizomenon sp.,Cyanobacteria,35,2.54E+05,8.99E+06,NA,Cyanobacteria
LE-WQ1,8/9/2018,9:50,water,0-3.8,cf. Aphanocapsa sp.,Cyanobacteria,59,2.52E+06,1.32E+06,NA,Cyanobacteria
LE-WQ1,8/9/2018,9:50,water,0-3.8,Dolichospermum sp.,Cyanobacteria,50,3.63E+05,4.11E+07,NA,Cyanobacteria
LE-WQ1,8/9/2018,9:50,water,0-3.8,Merismopedia sp.,Cyanobacteria,16,6.40E+03,5.12E+04,NA,Cyanobacteria
LE-WQ1,8/9/2018,9:50,water,0-3.8,Microcystis sp.,Cyanobacteria,497,2.13E+07,1.39E+09,NA,Cyanobacteria
LE-WQ1,8/9/2018,9:50,water,0-3.8,cf. Planktolyngbya sp.,Cyanobacteria,52,2.22E+06,3.49E+06,NA,Cyanobacteria
LE-WQ1,8/9/2018,9:50,water,0-3.8,Peridinium sp.,Miozoa,1,7.26E+03,1.16E+08,NA,Miozoa
LE-WQ2,8/9/2018,10:38,water,0-4.2,Amphora sp.,Bacillariophyta,1,1.53E+04,1.68E+06,NA,Bacillariophyta
LE-WQ2,8/9/2018,10:38,water,0-4.2,Aulacoseira sp.,Bacillariophyta,6,9.17E+04,4.41E+07,NA,Bacillariophyta
LE-WQ2,8/9/2018,10:38,water,0-4.2,Cyclotella sp.,Bacillariophyta,2,3.06E+04,1.80E+06,NA,Bacillariophyta
LE-WQ2,8/9/2018,10:38,water,0-4.2,Nitzschia sp.,Bacillariophyta,4,6.11E+04,3.12E+06,NA,Bacillariophyta
LE-WQ2,8/9/2018,10:38,water,0-4.2,Stephanodiscus sp.,Bacillariophyta,1,4.00E+02,8.17E+05,NA,Bacillariophyta
LE-WQ2,8/9/2018,10:38,water,0-4.2,Ankyra sp.,Chlorophyta,1,4.00E+02,2.60E+04,NA,Chlorophyta
LE-WQ2,8/9/2018,10:38,water,0-4.2,cf. Chlamydomonas sp.,Chlorophyta,10,1.53E+05,1.00E+07,NA,Chlorophyta
LE-WQ2,8/9/2018,10:38,water,0-4.2,Chlorella sp.,Chlorophyta,94,1.44E+06,6.02E+06,NA,Chlorophyta
LE-WQ2,8/9/2018,10:38,water,0-4.2,Crucigenia sp.,Chlorophyta,4,6.11E+04,9.78E+05,NA,Chlorophyta
LE-WQ2,8/9/2018,10:38,water,0-4.2,Crucigenia tetrapedia,Chlorophyta,4,2.91E+04,3.14E+06,NA,Chlorophyta
LE-WQ2,8/9/2018,10:38,water,0-4.2,Dictyosphaerium sp.,Chlorophyta,8,5.81E+04,2.43E+06,NA,Chlorophyta
LE-WQ2,8/9/2018,10:38,water,0-4.2,Drepanochloris nannoselene,Chlorophyta,9,1.38E+05,3.78E+05,NA,Chlorophyta
LE-WQ2,8/9/2018,10:38,water,0-4.2,Kirchneriella sp.,Chlorophyta,4,6.11E+04,5.12E+05,NA,Chlorophyta
